1,0,0.323002677,
2,0,0.242926358,
3,0,0.164464295,13
4,0,0.085263668,33
5,0,0,57
6,0,-0.044202642,69
7,0,-0.085928586,77
8,0,-0.130362,84
9,0,-0.174795059,87
10,0,-0.215925588,88
11,0,-0.284648733,
12,0,-0.363673294,
13,0,-0.427688411,
14,-0.077248084,0.313077343,
15,-0.149398,0.285990869,
16,-0.034197421,0.280970852,
17,-0.098147204,0.265323143,
18,-0.161081124,0.236434606,
19,-0.21276006,0.189437064,
20,-0.250340422,0.124963503,
21,-0.270245501,0.047522112,
22,-0.275059164,-0.030054646,
23,-0.25575458,-0.104053901,
24,-0.219570434,-0.167867811,
25,-0.170984314,-0.217070114,
26,-0.115984087,-0.254520446,
27,-0.05048101,-0.278154202,
28,-0.05947183,0.237671142,
29,-0.118092084,0.221451752,
30,-0.161702832,0.185942818,1
31,-0.199290593,0.137901069,9
32,-0.221995157,0.077794561,18
33,-0.233102106,0.013452577,28
34,-0.230654671,-0.049921792,39
35,-0.20921003,-0.113665325,51
36,-0.173157313,-0.159775925,64
37,-0.129284806,-0.198256511,
38,-0.078166446,-0.228089295,
39,-0.026459032,-0.24556087,
40,-0.026464258,0.202095569,4
41,-0.080880359,0.193928692,3
42,-0.122373382,0.17850977,2
43,-0.147477573,0.140559968,10
44,-0.172518807,0.092227235,19
45,-0.188978476,0.04001116,29
46,-0.193207531,-0.016753804,40
47,-0.193268277,-0.068540485,52
48,-0.167107646,-0.107132329,65
49,-0.128009675,-0.14672481,74
50,-0.086426783,-0.178507907,82
51,-0.039254908,-0.200950356,
52,-0.048178678,0.160384028,12
53,-0.100531219,0.145097529,11
54,-0.123265369,0.101875115,20
55,-0.143545134,0.052922763,30
56,-0.154721814,0.001608478,41
57,-0.158367473,-0.05245917,53
58,-0.126036962,-0.099526366,66
59,-0.08672673,-0.130567548,75
60,-0.045766413,-0.155536308,83
61,-0.024357897,0.12407613,22
62,-0.071159165,0.108866879,21
63,-0.101389556,0.065216103,31
64,-0.116114147,0.015236903,42
65,-0.116713691,-0.040421049,54
66,-0.085695374,-0.085554106,67
67,-0.046331064,-0.114292485,76
68,-0.047691639,0.070255886,32
69,-0.074169124,0.026070049,43
70,-0.076706234,-0.027392241,55
71,-0.044751264,-0.068697445,68
72,-0.023296094,0.035483859,44
73,-0.039800161,-0.014126544,56
74,-0.275935519,-0.157552185,
75,-0.222824693,-0.222212264,
76,-0.162909551,-0.273443518,
77,-0.090843778,-0.307439566,
78,-0.028894575,-0.320458459,
79,-0.215684157,-0.282249068,
80,-0.137021934,-0.331127067,
81,-0.068114235,-0.348645348,
82,-0.203868093,-0.335020948,
83,-0.101458295,-0.367736145,
84,-0.03214286,-0.390874816,
85,-0.144900547,-0.398962246,
86,-0.074815475,-0.408580199,
87,0.077248084,0.313077343,
88,0.149398049,0.285990869,
89,0.034197421,0.280970852,
90,0.098147204,0.265323143,
91,0.161081124,0.236434606,
92,0.21276006,0.189437064,
93,0.250340422,0.124963503,
94,0.270245501,0.047522112,
95,0.275059164,-0.030054646,
96,0.25575458,-0.104053901,
97,0.219570434,-0.167867811,
98,0.170984314,-0.217070114,
99,0.115984087,-0.254520446,
100,0.05048101,-0.278154202,
101,0.05947183,0.237671142,
102,0.118092084,0.221451752,
103,0.161702832,0.185942818,8
104,0.199290593,0.137901069,17
105,0.221995157,0.077794561,27
106,0.233102106,0.013452577,38
107,0.230654671,-0.049921792,50
108,0.20921003,-0.113665325,63
109,0.173157313,-0.159775925,81
110,0.129284806,-0.198256511,
111,0.078166446,-0.228089295,
112,0.026459032,-0.24556087,
113,0.026464258,0.202095569,5
114,0.080880359,0.193928692,6
115,0.122373382,0.17850977,7
116,0.147477573,0.140559968,16
117,0.172518807,0.092227235,26
118,0.188978476,0.04001116,37
119,0.193207531,-0.016753804,49
120,0.193268277,-0.068540485,62
121,0.167107646,-0.107132329,73
122,0.128009675,-0.14672481,80
123,0.086426783,-0.178507907,86
124,0.039254908,-0.200950356,
125,0.048178678,0.160384028,14
126,0.100531219,0.145097529,15
127,0.123265369,0.101875115,25
128,0.143545134,0.052922763,36
129,0.154721814,0.001608478,48
130,0.158367473,-0.05245917,61
131,0.126036962,-0.099526366,72
132,0.08672673,-0.130567548,79
133,0.045766413,-0.155536308,85
134,0.024357897,0.12407613,23
135,0.071159165,0.108866879,24
136,0.101389556,0.065216103,35
137,0.116114147,0.015236903,47
138,0.116713691,-0.040421049,60
139,0.085695374,-0.085554106,71
140,0.046331064,-0.114292485,78
141,0.047691639,0.070255886,34
142,0.074169124,0.026070049,46
143,0.076706234,-0.027392241,59
144,0.044751264,-0.068697445,70
145,0.023296094,0.035483859,45
146,0.039800161,-0.014126544,58
147,0.275935519,-0.157552185,
148,0.222824693,-0.222212264,
149,0.162909551,-0.273443518,
150,0.090843778,-0.307439566,
151,0.028894575,-0.320458459,
152,0.215684157,-0.282249068,
153,0.137021934,-0.331127067,
154,0.068114235,-0.348645348,
155,0.203868093,-0.335020948,
156,0.101458295,-0.367736145,
157,0.03214286,-0.390874816,
158,0.144900547,-0.398962246,
159,0.074815475,-0.408580199,
