4.52E-05,0.413549861
0.004027852,0.413413916
0.008005502,0.413190256
0.011972552,0.412875701
0.015926882,0.412475551
0.019870877,0.411986626
0.023799237,0.411413166
0.027717262,0.410753316
0.031624952,0.410008136
0.035517272,0.409181071
0.039398992,0.408270001
0.043265342,0.407277576
0.047116057,0.406203266
0.050954052,0.405047866
0.054776412,0.403813231
0.058585787,0.402499891
0.062379527,0.401108641
0.066157897,0.399640011
0.069920632,0.398094796
0.073667732,0.396472996
0.077394162,0.394778056
0.081107872,0.393007591
0.084803297,0.391166106
0.088480702,0.389249891
0.092140087,0.387262126
0.095781187,0.385204401
0.099404267,0.383075656
0.103009062,0.380878276
0.106593452,0.378612526
0.110156907,0.376279201
0.113702342,0.373878831
0.117227107,0.371412211
0.120730937,0.368880931
0.124214362,0.366284991
0.127676852,0.363624391
0.131118937,0.360903106
0.134537437,0.358119546
0.137935267,0.355272386
0.141307392,0.352367456
0.144658582,0.349401046
0.147986452,0.346376866
0.151288617,0.343294386
0.154570112,0.340156256
0.157825637,0.336960091
0.161055192,0.333709071
0.164264342,0.330402931
0.167442222,0.327040876
0.170599432,0.323628471
0.173730672,0.320162801
0.176831172,0.316646781
0.179908087,0.313079086
0.182959297,0.309460776
0.185981887,0.305794766
0.188976122,0.302079201
0.191944387,0.298316201
0.194881647,0.294507886
0.197792937,0.290652666
0.200673222,0.286752396
0.203525152,0.282808136
0.206348462,0.278819886
0.209138382,0.274788706
0.211902067,0.270717246
0.214635012,0.266603651
0.217334037,0.262449511
0.220002057,0.258255621
0.222641722,0.254023836
0.225245082,0.249754686
0.227820087,0.245448171
0.230361437,0.241105086
0.232868867,0.236727551
0.235342907,0.232314506
0.237785942,0.227866746
0.240192672,0.223387716
0.242563097,0.218875561
0.244902782,0.214332136
0.247205897,0.209757441
0.249472972,0.205153066
0.251706127,0.200521661
0.253903242,0.195860311
0.256061667,0.191171931
0.258186437,0.186456256
0.260274637,0.181714876
0.262324412,0.176951501
0.264335232,0.172161891
0.266309747,0.167347901
0.268245572,0.162513241
0.270139792,0.157655261
0.271997972,0.152776876
0.273817197,0.147878616
0.275595082,0.142959951
0.277334012,0.138024326
0.279034252,0.133070416
0.280693152,0.128099811
0.282310712,0.123112511
0.283886667,0.118109576
0.285418632,0.113093656
0.286911907,0.108062631
0.288363577,0.103019681
0.289771522,0.097964806
0.291132562,0.092898536
0.292454912,0.087821931
0.293733272,0.082733666
0.294967642,0.077638776
0.296158287,0.072534876
0.297302027,0.067424616
0.298401777,0.062306671
0.299455152,0.057182101
0.300464537,0.052054881
0.301427017,0.046922626
0.302343122,0.041787721
0.303212852,0.036650166
0.304035677,0.031511286
0.304812127,0.026371346
0.305541937,0.021231141
0.306219807,0.016093586
0.306851302,0.010956561
0.307436157,0.005821656
0.307969337,0.000689136
0.308455877,-0.004439144
0.308890477,-0.009562389
0.309276317,-0.014680599
0.309609952,-0.019789534
0.309894562,-0.024894759
0.310127497,-0.029989384
0.310311407,-0.035076589
0.310443377,-0.040153194
0.310521022,-0.045219464
0.310546727,-0.050274339
0.310521022,-0.055302979
0.310443377,-0.060290544
0.310311407,-0.065233854
0.310127497,-0.070135559
0.309894562,-0.074996189
0.309609952,-0.079817864
0.309276317,-0.084593164
0.308890477,-0.089329509
0.308455877,-0.094021599
0.307969337,-0.098677649
0.307436157,-0.103287324
0.306851302,-0.107858044
0.306219807,-0.112384509
0.305541937,-0.116869899
0.304812127,-0.121313684
0.304035677,-0.125719044
0.303212852,-0.130082269
0.302343122,-0.134402034
0.301427017,-0.138680459
0.300464537,-0.142922314
0.299455152,-0.147120179
0.298401777,-0.151276704
0.297302027,-0.155389504
0.296158287,-0.159465469
0.294967642,-0.163495589
0.293733272,-0.167488874
0.292454912,-0.171438434
0.291132562,-0.175351689
0.289771522,-0.179221219
0.288363577,-0.183048879
0.286911907,-0.186838114
0.285418632,-0.190583094
0.283886667,-0.194292034
0.282310712,-0.197956719
0.280693152,-0.201577414
0.279034252,-0.205164719
0.277334012,-0.208707769
0.275595082,-0.212212394
0.273817197,-0.215675149
0.271997972,-0.219096564
0.270139792,-0.222479289
0.268245572,-0.225820939
0.266309747,-0.229123369
0.264335232,-0.232384194
0.262324412,-0.235606329
0.260274637,-0.238787389
0.258186437,-0.241926844
0.256061667,-0.245027344
0.253903242,-0.248086504
0.251706127,-0.251109624
